id,name
4762,Paul Thomas Anderson
59413,Ben Garant
2406,Mathieu Kassovitz
9033,Christopher McQuarrie
19841,Mateo Gil
1192754,Peter Landesman
16927,Gérard Depardieu
1044,Michael Chapman
134306,Kevin Sullivan
1,George Lucas
15115,Stefan Ruzowitzky
84461,Alice Wu
68457,James Frawley
227439,Don Hall
120615,Tom Ford
57055,Mitchell Lichtenstein
86164,Mitch Davis
116100,Richard Williams
588701,Des McAnuff
1199049,Anthony Silverston
41378,Kerry Conran
7087,Brad Bird
15358,Vic Armstrong
1585252,Rob Hawk
1211000,Tom Gormican
57557,Christian Volckman
78012,François Girard
59923,Marc Forby
12786,Simon West
10051,Tobe Hooper
17627,Lucile Hadzihalilovic
41285,Kirsten Sheridan
60129,Susan Stroman
1187357,James Kerwin
142007,Steve Trenbirth
26775,Liu Chia-Liang
81718,Mamoru Hosoda
1354171,Henry Hobson
45459,Mike Cahill
16730,Darrell James Roodt
220274,Patrick Meaney
54734,Evan Goldberg
10395,Jon Poll
17608,Rowan Joffe
11434,Wilfred Jackson
52803,Etan Cohen
66548,Paul Weiland
27977,Leos Carax
52870,Tim Johnson
77076,Michael Corrente
17016,Neil Jordan
75882,S.R. Bindler
26850,Eduardo Sánchez
1749,Leonard Nimoy
64735,Rob Hedden
21771,Daniela Thomas
7879,John Lasseter
11447,Albert Hughes
14875,Robert Rossen
6482,John Singleton
82221,Brendan Malloy
225556,Salim Akil
16837,Mark Steven Johnson
22669,Julien Temple
5231,Wolfgang Petersen
22239,Travis Zariwny
32813,Dominique Othenin-Girard
14639,Mel Brooks
37630,Shekhar Kapur
1241,John Turturro
95320,Rodrigo Cortés
10001,William Wyler
45405,Jay Duplass
70651,Stephen Hillenburg
1018728,Jorge Gaggero
71901,Douglas Aarniokoski
133183,Robert Lee King
56198,Ari Folman
62020,Jack Sholder
60149,Nicholaus Goossen
17183,Jackie Earle Haley
78297,Phil Vischer
71729,Steve Martino
544748,Caryn Waechter
15148,Jon Amiel
21085,Alex Proyas
61571,Barry Skolnick
1424519,Jerome Elston Scott
1253596,Simon Napier-Bell
930707,Colin Trevorrow
67717,Michel Hazanavicius
32277,Geoff Murphy
2460,Randall Wallace
11435,Howard Hawks
11777,Tommy Lee Wallace
2223,Fred Savage
11011,Zak Penn
17812,Gregory Hoblit
7671,Jeb Stuart
1140160,Randy Moore
11873,Roger Kumble
65133,Marcus Raboy
101767,Robert Butler
9200,John McNaughton
554948,Chao-Bin Su
74272,Goran Dukic
97026,John Luessenhop
65627,Kris Isacsson
1398500,Tadeo Garcia
1092607,Benjamin Renner
29009,Ken Kwapis
1265056,Jorge R. Gutierrez
147021,S.S. Rajamouli
109640,Doug Atchison
18532,Jérôme Maison
60243,Rob Schmidt
1271492,Philip Zlotorynski
75035,Olivier Megaton
12920,David S. Ward
58245,Don Coscarelli
202,Charlie Kaufman
21905,Danny Pang
8297,Roger Avary
1387618,John Stephenson
27991,Stuart Gordon
33542,Harald Reinl
6159,Ron Howard
5367,Zach Braff
13,Albert Brooks
116186,Lowell Sherman
1194681,Michael Skolnik
42518,Peter Care
16566,George P. Cosmatos
145134,Jill Sprecher
2128,Leigh Whannell
508,David Koepp
39,Sam Mendes
90575,Daniel Schechter
39104,Abel Ferrara
440517,Steve Taylor
7256,Lee Tamahori
83415,Michael McGowan
240,Stanley Kubrick
4027,Frank Darabont
58375,Andy Fickman
1434676,Terron R. Parsons
1051654,Macha Makeïeff
54710,Jody Hill
36588,Joe Wright
640,Chris Kentis
94220,Àlex Pastor
34481,Matt Williams
8,Lee Unkrich
78914,Noam Murro
7908,Frank Oz
63983,Roger Nygard
1098,Mark Helfrich
1027018,Jane Lipsitz
228134,Rupert Sanders
58448,Penelope Spheeris
113641,Dewey Nicks
53296,Joshua Oppenheimer
95723,Richard Wallace
19304,John Schlesinger
942251,Rachel Perkins
642,Laura Lau
12905,Ash Brannon
88832,Kyle Rankin
59841,Matt Walsh
134156,Sam Miller
18204,Peter Kassovitz
73289,Conor McPherson
145045,Robert Heath
67106,Robert Sarkies
21217,Jonathan Lynn
58712,Steve Miner
102797,Robert Marcarelli
85675,Rajkumar Hirani
1476699,Nicolae Constantin Tanase
11266,James McTeigue
1150712,Tommy Oliver
58324,Jean-François Richet
1191051,Blair Erickson
76462,Richard Schenkman
20308,Espen Sandberg
18500,Phil Joanou
11013,Dan Harris
21807,Billy Ray
132964,Drake Doremus
11770,John Carpenter
40243,Gil Junger
52114,Jon Lucas
65548,Rick Friedberg
52934,Nicholas Stoller
63477,Ryan Little
8843,Mick Jackson
19499,Kevin Munroe
2127,James Wan
62768,William Brent Bell
87130,Mark A.Z. Dippé
474199,Alex Ranarivelo
116805,Paul Feig
18184,Xavier Gens
1170143,Remo D'Souza
71555,Andrew Wilson
558540,Mike Bruce
48583,Anne Fontaine
82286,Marc Levin
61921,Courtney Solomon
3388,James L. Brooks
34110,Oren Moverman
52961,Dennis Gansel
70703,Teddy Chan
58729,Albert Magnoli
23393,Barbet Schroeder
70580,Sadullah Şentürk
65594,John Michael McDonagh
115999,Inna Evlannikova
76705,Preston A. Whitmore II
131856,Ashish R. Mohan
568267,Klaus Menzel
1062805,John Maclean
66604,Joe Charbanic
116832,Patricia Cardoso
5446,David Hand
89113,John Robert Hoffman
19006,Rachel Grady
80307,Andy Cadiff
486,Wallace Wolodarsky
56828,Christopher Cain
13524,Christopher Guest
504,Tim Robbins
1384771,Jennifer Wynne Farmer
229182,Andrew Leman
10995,David Hayter
16395,Gregory Nava
4489,Steve Oedekerk
31120,Robert Adetuyi
101377,Paul Bartel
930629,Jamie Travis
56474,Shona Auerbach
89395,Katherine Dieckmann
18378,Herbert Ross
74638,Karen Moncrieff
59646,Kinka Usher
1219158,Scott Smith
6011,Michael Haneke
71871,Sergei Bodrov Jr.
50942,Gregory Poirier
56194,Paolo Sorrentino
479587,Dylan Bank
223098,Will Canon
930710,James Ponsoldt
64151,Mike Mitchell
63943,Rowdy Herrington
172,Michael Winterbottom
93136,Charles Binamé
1144092,Matt Johnson
16378,Mary Harron
582527,Eric England
1102620,Christopher Bessette
939123,Kat Coiro
37852,George Hickenlooper
42617,Antonia Bird
4499,Tom Shadyac
998842,Efram Potelle
70221,Christian Carion
19242,Tony Gilroy
15672,Nadia Tass
53178,Mike Tollin
73832,Jessy Terrero
17114,John Cameron Mitchell
70250,Newt Arnold
83730,Jonathan English
66219,Mark Levin
43141,Pete Travis
5292,Denzel Washington
974,Dexter Fletcher
54733,Greg Mottola
736,Menno Meyjes
56375,Amat Escalante
119819,Anurag Basu
1532382,Joseph Mazzella
24248,Nigel Cole
140086,Matt Cimber
46802,George Ratliff
1434686,Scott Dow
76624,Shane Carruth
57274,Panna Rittikrai
56146,Gaëtan Brizzi
57630,Peter Cattaneo
1460398,Kristin Rizzo
1291408,Matthew Watts
2053,Bill Paxton
102634,Katt Shea
1349420,Christine Cynn
15774,Chris Buck
19000,Wayne Kramer
18679,Mark Tarlov
1002001,Frank Lotito
16853,Jessie Nelson
52044,David Winning
80752,Shinji Higuchi
309,Pedro Almodóvar
57405,Jeff Schaffer
112632,Eddie O'Flaherty
1232592,Chris Eyre
72757,Steve McQueen
26760,Tsui Hark
67767,Hal Needham
1210747,Aleksandr Veledinskiy
556172,J.C. Chandor
1155992,Zoran Lisinac
1158417,Victor Teran
57492,Morgan Spurlock
879,Billy Bob Thornton
52599,Justin Zackham
1066308,Aaron T. Wells
71923,Shane Acker
47974,Bob Spiers
54525,Jaume Balagueró
12824,Don Hahn
1404799,Vicky Jewson
20133,Tod Williams
130358,Éric Tessier
122449,Steve James
567559,Kurt Engfehr
15378,Carol Reed
52779,Ryan Murphy
67753,Mark L. Lester
78485,Jeff McGrath
132812,Jonathan Parker
185438,Genndy Tartakovsky
69696,Daniel Algrant
31024,Betty Thomas
81856,Nicholas Jarecki
57741,Mark Osborne
151232,Wil Shriner
66960,Dennie Gordon
6198,Vondie Curtis-Hall
130816,Jesse Peretz
107168,Stephen Kijak
141824,George Jackson
79656,John Schultz
1164825,Gene Teigland
21377,Peter Medak
7017,Roger Michell
4760,Deepa Mehta
144277,Fina Torres
51917,Larry Clark
155747,David M. Matthews
57125,Greg Marcks
71872,Jeff Nichols
59911,Daniele Luchetti
71082,Andrea Arnold
109695,Jeffrey W. Byrd
53925,Jared Hess
8965,Roland Joffé
107414,Philip Saville
22558,Nils Gaup
20709,Vincent Paronnaud
135601,Troy Nixey
4945,Joe Johnston
57433,George Ogilvie
14520,John Sturges
58822,Danny Steinmann
1108,Shane Black
646785,Kim Nguyen
1776,Francis Ford Coppola
111745,Frank Sebastiano
78562,Phil Traill
68994,Ron Fricke
1098107,Wayne Thornley
86038,Josh Crook
12988,Paul Michael Glaser
11983,Alain Resnais
11429,Hamilton Luske
66088,Ronald F. Maxwell
59466,Jamie Babbit
1454564,Mario Miscione
107725,Harmage Singh Kalirai
61371,Todd Edwards
82840,Dana Adam Shapiro
52629,Joseph Ruben
21657,Vera Farmiga
65856,Eric Leighton
141825,Rusty Cundieff
2523,Stuart Baird
8482,Robert Mulligan
68770,Mark Rosman
50460,Michael Mayer
87360,Michael Taliferro
6284,Kay Pollak
33485,Ron Underwood
1555903,Étienne Faure
53176,John Gatins
92935,Don Kempf
1650,François Truffaut
934,Russell Crowe
66739,Jonathan Liebesman
6349,Alan J. Pakula
228797,Richard Kwietniowski
146884,Sandra Fierlinger
18863,Eric Darnell
54526,Paco Plaza
66222,James Fargo
21526,Rod Lurie
219961,Kim Farrant
82822,Phil Claydon
1491995,Rick de Oliveira
21126,Frédéric Auburtin
928490,Camille Delamarre
30365,Michael Caton-Jones
74924,Mabrouk El Mechri
25236,Johnnie To
52479,Eli Craig
7018,Richard Curtis
56660,Lorna Cook
550857,Tim Chambers
1410294,Stephen Greene
2589,Terry George
80924,Björn Stein
545261,Cassandra Nicolaou
57199,Mark Mylod
37932,F. Gary Gray
74619,Sean Anders
26849,Daniel Myrick
930701,Marius Markevicius
25453,Stefen Fangmeier
909318,Andrew Erwin
52856,Hunter Richards
17510,Ol Parker
12964,Michael Ritchie
6980,Émile Gaudreault
686,Willard Huyck
985146,Jonathan Meyers
88506,Joel Paul Reisig
111686,Jim Field Smith
161858,David Raynr
12840,John Badham
2209,Jan de Bont
43993,Christophe Barratier
656971,Joseph Dorman
88837,Larry Blamire
56208,Lucrecia Martel
68843,Jon Hurwitz
23287,Andrew Jarecki
72258,Steve Boyum
222470,Todd Strauss-Schulson
64163,Kimble Rendall
10943,Francis Lawrence
108072,Ruba Nadda
95972,Hans Petter Moland
5342,Mike Nichols
78021,Lloyd Kaufman
64152,Robert Stevenhagen
16785,Peter Webber
65298,Brian Henson
58628,Sara Sugarman
57594,John Cornell
73460,Saul Dibb
21931,Chris Nahon
23430,Timur Bekmambetov
2876,Matt Dillon
86194,James Sbardellati
121473,Jamal Hill
1414864,Mor Loushy
137064,Robert Moresco
137475,Richard J. Lewis
64139,Joshua Michael Stern
80538,Jean Duval
16214,Mario Van Peebles
1243,Woody Allen
30711,Kenneth Lonergan
78481,Hans Canosa
65390,Scott Kalvert
17281,Mike Hodges
4339,Paul Crowder
66777,Bob Fosse
1686667,Taylor Scott Olson
84931,Michael Cuesta
1045480,Meiert Avis
1577521,Manuel Marín
133259,Arthur Hiller
46297,Jay Russell
15361,Josef Rusnak
16888,Ralph Nelson
17087,Michael Moore
5345,Bennett Miller
17329,Neil Burger
129718,Shana Feste
1200528,Claudia Sainte-Luce
47333,John Wells
18308,Steve Barron
11012,Michael Dougherty
111085,Jean-Jacques Mantello
132876,Brad Peyton
12219,Jon Stewart
74655,Jeremy Saulnier
56059,Patrick Read Johnson
77300,Michael Schultz
1224,Ethan Coen
12833,Edward Burns
125637,Brian Baugh
87378,Ayan Mukherjee
50582,Frederik Du Chau
51984,Mimi Leder
133790,Michael D. Olmos
14773,Don Siegel
71339,Rick Bieber
58514,Jim Sonzero
54441,James Ivory
53212,David Jacobson
17246,Phil Morrison
592493,David Lowery
68,Fritz Lang
2199,Scott Frank
12962,Jon Turteltaub
36083,Kevin Allen
76095,Jennifer Finnigan
17633,Rob Marshall
80671,John Sanford
114597,Julie Anne Robinson
437833,Patricia Riggen
29648,Dan Curtis
58220,Hugh Hudson
557818,Jonathan Kesselman
1201090,Sherman Alexie
61069,Miguel Arteta
27571,David Slade
16304,Brian Koppelman
47506,Drew Goddard
16919,Olivier Dahan
84515,Katherine Brooks
9915,Guy Hamilton
12632,Daniel Sackheim
10707,Terry Jones
31033,Oxide Pang Chun
1208166,Brian Dorton
84061,Daniel Barnz
6361,Nick Hamm
73499,Bruce McCulloch
1098477,Callan Brunker
1046494,Kris Pearn
57207,Tony Jaa
21394,Gerry Lively
1360240,Jim Chuchu
366,James Mangold
72133,Vicente Amorim
1088647,Maggie Carey
103031,Eric Nicholas
16305,David Levien
93047,Joshua Seftel
33316,David Nutter
688807,H.M. Coakley
52691,Anthony Stacchi
145304,Udayan Prasad
20237,Beeban Kidron
55189,Bruce McDonald
1921,George Nolfi
42,Lars von Trier
20779,Gary Sinyor
113799,Frank Perry
20674,Thomas Langmann
65531,Eric Goldberg
74299,Pixote Hunt
61111,Tara Subkoff
31211,Clive Barker
132857,Eric Wareheim
10099,Park Chan-wook
56506,William Dear
52159,James D. Stern
36797,Robert Luketic
34891,Mike Johnson
37627,Dany Boon
991853,David Rodriguez
6778,John Guillermin
168667,Jason Moore
2176,Tommy Lee Jones
54176,Nicolas Guy
2690,Peter Weir
20629,George Miller
16848,Rob Zombie
57436,Christopher Leitch
11694,Doug Liman
212,David Cross
21031,Alejandro Agresti
57370,Frank Coraci
27728,Leslie H. Martinson
876,Jonathan Hensleigh
1184351,Georgia Hilton
3026,Rob Reiner
78188,Whit Stillman
41671,Nimród Antal
1148217,Analeine Cal y Mayor
57206,Sally Potter
20659,Marjane Satrapi
17867,Tom McCarthy
26481,Anand Tucker
24045,Joseph Gordon-Levitt
84113,Charles Robert Carner
1124971,Mariette Monpierre
135534,Léa Pool
21198,Peter Sohn
101666,Paul King
307546,Jim Hanon
22461,Vincent Gallo
240740,Daniel Junge
96369,Carlos Saura
52038,Thomas Carter
6431,Darren Aronofsky
2171,Griffin Dunne
1281387,Clay Kaytis
2291,Paul McGuigan
33433,Scott Hicks
95550,Avi Nesher
1009255,Jason Trost
91603,Yaron Shani
142276,Ariel Schulman
69737,C. Jay Cox
99496,Raymond De Felitta
557883,David Evans 
77121,Randall Miller
45572,Ruggero Deodato
126910,Derrick Borte
83281,Lenny Abrahamson
144528,Bruce MacDonald
4746,Robert Lorenz
30368,Jon Kasdan
18525,Luc Jacquet
56502,Peter Spierig
1514634,Darren Press
118303,Nacho Vigalondo
17520,Cédric Klapisch
132239,Babak Najafi
34692,Craig Bolotin
50719,Rodman Flender
123913,Nicolas Bonilauri
52112,Steve Carr
12080,Conrad Vernon
74298,Francis Glebas
81328,Andrew Traucki
87121,Vic Sarin
12708,Peter Billingsley
12099,Raman Hui
1462,Tim Blake Nelson
52443,Jason Reitman
4037,Ron Shelton
120229,Jafar Panahi
34611,Howard Zieff
67896,Doug McHenry
14597,Gaspar Noé
131455,Valerie Red-Horse
1269,Kevin Costner
102445,John Sayles
138322,Victor Nunez
21305,Lloyd Bacon
53935,Dito Montiel
53767,Roger Vadim
16957,Fenton Bailey
582918,Nick Murphy 
118463,Peter DeLuise
1167470,Gary Shore
1109245,Digby Cook
1032,Martin Scorsese
126125,Bill Plympton
90492,Lynn Shelton
32765,Tony Richardson
26205,James Bobin
78298,Mike Nawrocki
64061,Fred Schepisi
141706,Chuck Sheetz
1301700,Bruce Dellis
930627,Youssef Delara
141450,Mel Smith
1058138,Peter M. Cohen
65190,Philip G. Atwell
38774,Ray Lawrence
227936,Benedek Fliegauf
66879,Kresten Vestbjerg Andersen
17447,Terry Zwigoff
50583,Adam Rifkin
77911,Deb Hagan
3415,Jerry Zucker
168330,Ben Lewin
9339,Lilly Wachowski
101810,Benjamin Dickinson
54559,Christian Alvart
449832,Hayley Cloake
57692,Neal Brennan
59291,Alexandre Aja
67897,Jeff Kanew
17835,Ricky Gervais
140372,David Palmer
71080,Hitoshi Matsumoto
1504620,Giovanni Zelko
233519,James David Pasternak
19840,Alejandro Amenábar
61290,Matthew O'Callaghan
26767,Ringo Lam
78866,John H. Lee
107447,Michel O. Scott
208113,Sarah Smith
51851,Jake Kasdan
231431,Thomas Lilti
1710652,Anonymous
126599,Vincent Patar
21404,Kurt Voss
56501,Michael Spierig
20305,Christopher Roberts
90812,Scott Mann
49555,Petter Næss
225976,Dan Scanlon
72624,John Duigan
93419,Don Scardino
142513,Emma-Kate Croghan
16356,Steve Bendelack
58403,Glen Morgan
11090,Edgar Wright
939176,Becky Smith
125324,William Eubank
3289,Paul Weitz
5872,Joshua Marston
81850,Duncan Jones
65452,Mike Leigh
1289580,Daniel Mellitz
11357,Bruce Campbell
165787,Rich Moore
11151,Nick Cassavetes
133398,Quentin Dupieux
11809,Rupert Wainwright
5065,David Frankel
78118,Vadim Perelman
53708,Ira Sachs
15521,Ernest R. Dickerson
105239,Stuart Hazeldine
72427,Alan Rudolph
1056121,Ryan Coogler
15811,John Musker
1413504,Shyam Madiraju
84165,Michael Dinner
1053420,Josh Boone
11649,Cameron Crowe
16745,Melville Shavelson
93288,Sarah Gavron
79434,Craig Zobel
27745,Robert C. Cooper
108217,Jerry Rees
66983,Tom Kalin
57898,William Malone
19311,Stephen Chbosky
96627,André Téchiné
29342,Noel Marshall
1331465,Andrew Hyatt
77147,John Erick Dowdle
161932,Jim Rash
82579,Kevin Tenney
20561,James Gray
40345,Don Bluth
1562421,Eric Bugbee
154705,Chris Butler
81476,Ariel Vromen
77465,Ash Baron-Cohen
58868,Troy Miller
2675,Darren Lynn Bousman
57173,Jeff Lowell
115627,Kevin Hamedani
1670361,Catherine Owens
109905,Lance Kawas
114925,Richard Dutcher
13284,Stanley Donen
559968,Leslie Small
124748,Chris Renaud
1288796,Gerard Johnstone
3224,Stephen Frears
44847,David Anspaugh
64992,Hou Hsiao-hsien
80602,Tyler Perry
27992,Brian Yuzna
1409418,Tuck Tucker
58189,Justin Lin
23677,Joe Pytka
84714,Juan José Campanella
110695,Majid Majidi
1070682,Fernando Baez Mella
1030160,Richard Raymond
4385,Sergio Leone
12714,Zack Ward
69579,James Isaac
38516,Denys Arcand
1927,Blake Edwards
1169157,Timothy Woodward Jr.
1385666,Rita Merson
93592,Jérôme Deschamps
78023,Michael Herz
58036,Kirk Wong
82413,Jack Conway
185995,Michael Walker
1128550,Timothy Hines
71329,Jonas Åkerlund
116000,Svyatoslav Ushakov
5572,Joel Schumacher
565524,Chatrichalerm Yukol
71527,Marco Schnabel
1193602,Gia Coppola
5058,Roger Christian
5140,Wes Craven
58294,George Armitage
235820,Christopher Spencer
59023,Stewart Raffill
94155,Stefan Schwartz
1734565,Jaco Booyens
137467,Ben Wheatley
86688,Levan Gabriadze
11091,Brett Ratner
18878,Rob Cohen
98094,Brett Piper
52935,John Francis Daley
18281,Donald Petrie
261271,Maurice Joyce
14086,Sajid Khan
10179,John Glen
114596,Jake Goldberger
131668,Nathan Frankowski
75687,Christian Robinson
55075,Jeff Wadlow
774,"Daniel Petrie, Jr."
1288700,Collin Schiffli
15217,Zack Snyder
2632,Chris Rock
82839,Henry Alex Rubin
57865,Álex de la Iglesia
583023,Frank LaLoggia
145605,Harry Beaumont
43673,Tom Reeve
14855,Frank Borzage
141673,Jason Eisener
82101,Robert Hall
56911,Les Mayfield
2917,James Whale
1223175,Elizabeth Allen Rosenbaum
1296119,Na Hong-jin
221944,Katie Aselton
110726,Joseph Green
1031144,Chad Hartigan
8636,Cecil B. DeMille
71068,Phyllida Lloyd
940807,Jorge Ramírez Suárez
1176,Lone Scherfig
6111,Mike Figgis
228177,William Kaufman
1117026,Ritesh Batra
150003,Graham Heid
80013,Trevor Matthews
41549,Andrew Fleming
229568,Lisa Azuelos
527607,Sean Durkin
20657,Cristian Mungiu
45996,Ryûhei Kitamura
29524,Rand Ravich
62797,John Gulager
146026,D. Stevens
551463,Mike Flanagan
13615,Harry Elfont
303056,Craig Johnson
8246,Barry Levinson
68212,Carroll Ballard
10828,Guillermo del Toro
5917,Ernie Barbarash
5174,Barry Sonnenfeld
49605,Ekachai Uekrongtham
4109,Michael Curtiz
22423,Herb Freed
567558,Joe Cross
8858,Ivan Reitman
58689,Neil LaBute
21246,Corbin Bernsen
37948,Brad Anderson
13079,Gavin Hood
14392,Kathryn Bigelow
34517,Trey Parker
58059,Chris Koch
27846,John Herzfeld
82194,Neill Blomkamp
53120,James DeMonaco
56717,Tom Vaughan
2945,Stephen Gaghan
72543,Sam Firstenberg
76009,Arie Posin
2163,Richard LaGravenese
1321304,Patrick Ryan Sims
15287,Niki Caro
11181,Kenneth Branagh
6163,Adam Goldberg
24294,Ben Younger
525,Christopher Nolan
5192,Marco Kreuzpaintner
48965,Anthony Hickox
9577,George Roy Hill
1046127,Jason Stone
4429,Jim Jarmusch
40230,Kevin Hooks
1082114,Timothy Bjorklund
112630,Dean Wright
1372345,Sadyk Sher-Niyaz
17046,Gary Winick
110873,Igor Kovalyov
608,Hayao Miyazaki
6593,John Huston
239418,Darren Stein
107274,Richard Rich
84769,Michael Worth
41887,Michael Polish
12523,Rob Bowman
819,Edward Norton
2419,Jean-Pierre Jeunet
110834,John Murlowski
64045,Kirk Jones
638,Michael Mann
583894,Pascal Vuong
64141,David Gordon Green
120515,Theodore Witcher
33317,David Leland
6449,Warren Beatty
11676,Mark Pellington
16484,Joey Lauren Adams
7426,Duncan Tucker
27889,Stephan Elliott
16847,Eli Roth
1150877,Maksim Sveshnikov
60621,Jeff Franklin
1270,Charles Martin Smith
