id,name
6384,Keanu Reeves
9195,Hiroyuki Sanada
58593,Kou Shibasaki
16828,Chris Evans
2231,Samuel L. Jackson
1245,Scarlett Johansson
12073,Mike Myers
776,Eddie Murphy
6941,Cameron Diaz
52018,Britt Robertson
1461,George Clooney
1055230,Raffey Cassidy
66580,Scott Adsit
515510,Ryan Potter
82093,Daniel Henney
4764,John C. Reilly
7404,Sarah Silverman
58737,Jack McBrayer
31,Tom Hanks
2169,Michael Jeter
18286,Nona Gaye
96066,Liam Hemsworth
4785,Jeff Goldblum
8984,Bill Pullman
449,Jay Baruchel
17276,Gerard Butler
24264,Craig Ferguson
1100,Arnold Schwarzenegger
6408,Nick Stahl
6194,Claire Danes
73457,Chris Pratt
8691,Zoe Saldana
543530,Dave Bautista
10297,Matthew McConaughey
83002,Jessica Chastain
1813,Anne Hathaway
6193,Leonardo DiCaprio
24045,Joseph Gordon-Levitt
27578,Ellen Page
1098600,Hiroki Hasegawa
588403,Yutaka Takenouchi
224664,Satomi Ishihara
1327,Ian McKellen
7060,Martin Freeman
30315,Richard Armitage
8167,Paul Walker
12835,Vin Diesel
17647,Michelle Rodriguez
112,Cate Blanchett
287,Brad Pitt
3063,Tilda Swinton
5530,James McAvoy
17288,Michael Fassbender
72129,Jennifer Lawrence
72129,Jennifer Lawrence
27972,Josh Hutcherson
96066,Liam Hemsworth
2963,Nicolas Cage
449,Jay Baruchel
28782,Monica Bellucci
6856,Kurt Russell
3037,Richard Dreyfuss
6164,Josh Lucas
85,Johnny Depp
76070,Mia Wasikowska
1813,Anne Hathaway
12073,Mike Myers
776,Eddie Murphy
6941,Cameron Diaz
52851,Paula Patton
77700,Travis Fimmel
11107,Ben Foster
1100,Arnold Schwarzenegger
76512,Jason Clarke
1223786,Emilia Clarke
5527,Skandar Keynes
5526,Georgie Henley
11108,Simon Pegg
880,Ben Affleck
2299,Josh Hartnett
3967,Kate Beckinsale
10959,Shia LaBeouf
19536,Josh Duhamel
19537,Megan Fox
72466,Colin Farrell
11701,Angelina Jolie
5576,Val Kilmer
10980,Daniel Radcliffe
10989,Rupert Grint
10990,Emma Watson
10980,Daniel Radcliffe
10989,Rupert Grint
10990,Emma Watson
2888,Will Smith
6885,Charlize Theron
23532,Jason Bateman
2888,Will Smith
8602,Alice Braga
49918,Charlie Tahan
85,Johnny Depp
1281,Freddie Highmore
1282,David Kelly
10872,Patton Oswalt
65,Ian Holm
7962,Lou Romano
3894,Christian Bale
3895,Michael Caine
3896,Liam Neeson
7399,Ben Stiller
9575,Jada Pinkett Smith
14409,David Schwimmer
7399,Ben Stiller
9273,Amy Adams
887,Owen Wilson
6968,Hugh Jackman
23626,Liev Schreiber
6413,Danny Huston
6384,Keanu Reeves
2975,Laurence Fishburne
530,Carrie-Anne Moss
40462,Kristen Bell
19394,Idina Menzel
221611,Jonathan Groff
6384,Keanu Reeves
530,Carrie-Anne Moss
2975,Laurence Fishburne
74568,Chris Hemsworth
524,Natalie Portman
91606,Tom Hiddleston
2524,Tom Hardy
6885,Charlize Theron
3292,Nicholas Hoult
31,Tom Hanks
3061,Ewan McGregor
8786,Ayelet Zurer
74568,Chris Hemsworth
524,Natalie Portman
91606,Tom Hiddleston
8891,John Travolta
76594,Miley Cyrus
56910,Susie Essman
6807,Sam Rockwell
955,Penélope Cruz
56903,Tracy Morgan
65731,Sam Worthington
3896,Liam Neeson
5469,Ralph Fiennes
85,Johnny Depp
1160,Michelle Pfeiffer
1283,Helena Bonham Carter
500,Tom Cruise
933238,Rebecca Ferguson
11108,Simon Pegg
1121,Benicio del Toro
4173,Anthony Hopkins
5081,Emily Blunt
16377,Jerry Seinfeld
9137,Renée Zellweger
12077,Jim Cummings
70851,Jack Black
11701,Angelina Jolie
4483,Dustin Hoffman
88816,Noah Ringer
61186,Nicola Peltz
84215,Jackson Rathbone
500,Tom Cruise
1233,Philip Seymour Hoffman
10182,Ving Rhames
38673,Channing Tatum
134,Jamie Foxx
125025,Joey King
13922,Seth Green
3234,Joan Cusack
58873,Dan Fogler
6968,Hugh Jackman
204,Kate Winslet
1327,Ian McKellen
1313583,Levi Miller
9828,Garrett Hedlund
6968,Hugh Jackman
15232,Ty Burrell
558928,Max Charles
42160,Ariel Winter
287,Brad Pitt
114,Orlando Bloom
8783,Eric Bana
7399,Ben Stiller
6730,Sacha Baron Cohen
14409,David Schwimmer
517,Pierce Brosnan
4587,Halle Berry
10882,Rosamund Pike
55536,Melissa McCarthy
41091,Kristen Wiig
1240487,Kate McKinnon
62,Bruce Willis
879,Billy Bob Thornton
880,Ben Affleck
2176,Tommy Lee Jones
2888,Will Smith
9626,Rip Torn
5538,Ray Winstone
11701,Angelina Jolie
4173,Anthony Hopkins
70851,Jack Black
17419,Bryan Cranston
4483,Dustin Hoffman
500,Tom Cruise
17604,Jeremy Renner
11108,Simon Pegg
62064,Chris Pine
7447,Alec Baldwin
9642,Jude Law
206,Jim Carrey
4939,Téa Leoni
7447,Alec Baldwin
500,Tom Cruise
3899,Ken Watanabe
7676,William Atherton
3894,Christian Bale
33192,Joel Edgerton
1241,John Turturro
62064,Chris Pine
17306,Zachary Quinto
1749,Leonard Nimoy
2219,Tobey Maguire
5293,Willem Dafoe
205,Kirsten Dunst
449,Jay Baruchel
17276,Gerard Butler
41091,Kristen Wiig
1017347,Brenton Thwaites
12795,Nikolaj Coster-Waldau
17276,Gerard Butler
6164,Josh Lucas
10860,Jessica Biel
134,Jamie Foxx
50463,Malin Åkerman
8289,Billy Crudup
17832,Carla Gugino
2461,Mel Gibson
2047,Danny Glover
4517,Joe Pesci
8783,Eric Bana
6161,Jennifer Connelly
16431,Sam Elliott
18918,Dwayne Johnson
51976,D.J. Cotrona
88995,Adrianne Palicki
10297,Matthew McConaughey
955,Penélope Cruz
18324,Steve Zahn
55636,Donald Sutherland
21702,Ming-Na Wen
7447,Alec Baldwin
16828,Chris Evans
1331,Hugo Weaving
2176,Tommy Lee Jones
517,Pierce Brosnan
1957,Sophie Marceau
18023,Robert Carlyle
934,Russell Crowe
6162,Paul Bettany
19655,James D'Arcy
37917,Kristen Stewart
11288,Robert Pattinson
84214,Taylor Lautner
109,Elijah Wood
2157,Robin Williams
77271,Pink
819,Edward Norton
882,Liv Tyler
3129,Tim Roth
1425420,Ruby Barnhill
40900,Mark Rylance
15556,Rebecca Hall
6193,Leonardo DiCaprio
2524,Tom Hardy
93491,Will Poulter
10859,Ryan Reynolds
13242,Paul Giamatti
454,Michael Peña
85,Johnny Depp
52848,Isla Fisher
13726,Ned Beatty
18864,Tom McGrath
12098,Chris Miller
12097,Christopher Knights
1892,Matt Damon
12041,Julia Stiles
11064,David Strathairn
70851,Jack Black
4483,Dustin Hoffman
11701,Angelina Jolie
22226,Paul Rudd
3392,Michael Douglas
19034,Evangeline Lilly
72129,Jennifer Lawrence
27972,Josh Hutcherson
96066,Liam Hemsworth
5374,Jim Parsons
131519,Rihanna
67773,Steve Martin
500,Tom Cruise
501,Dakota Fanning
502,Miranda Otto
78029,Martin Lawrence
2888,Will Smith
31384,Jordi Mollà
3131,Antonio Banderas
3136,Salma Hayek
58225,Zach Galifianakis
11701,Angelina Jolie
23626,Liev Schreiber
5294,Chiwetel Ejiofor
934,Russell Crowe
6161,Jennifer Connelly
10990,Emma Watson
478,Jamie Bell
1333,Andy Serkis
8784,Daniel Craig
10980,Daniel Radcliffe
10989,Rupert Grint
10990,Emma Watson
2227,Nicole Kidman
6968,Hugh Jackman
33449,Essie Davis
120724,Jaden Smith
2888,Will Smith
2598,Sophie Okonedo
61962,D. B. Sweeney
1981,Alfre Woodard
15531,Ossie Davis
7399,Ben Stiller
17838,Rami Malek
221581,Rebel Wilson
23659,Will Ferrell
287,Brad Pitt
56323,Tina Fey
10980,Daniel Radcliffe
10989,Rupert Grint
10990,Emma Watson
1229,Jeff Bridges
10859,Ryan Reynolds
4724,Kevin Bacon
85,Johnny Depp
118,Geoffrey Rush
114,Orlando Bloom
72129,Jennifer Lawrence
27972,Josh Hutcherson
96066,Liam Hemsworth
31,Tom Hanks
2405,Audrey Tautou
1327,Ian McKellen
44735,Jesse Eisenberg
1813,Anne Hathaway
41087,Leslie Mann
2387,Patrick Stewart
6968,Hugh Jackman
1327,Ian McKellen
12835,Vin Diesel
8167,Paul Walker
22123,Jordana Brewster
3223,Robert Downey Jr.
9642,Jude Law
15440,Jared Harris
65731,Sam Worthington
3896,Liam Neeson
5469,Ralph Fiennes
1100,Arnold Schwarzenegger
4430,Sharon Stone
10768,Rachel Ticotin
3131,Antonio Banderas
19898,Vladimir Kulich
19899,Dennis Storhøi
17604,Jeremy Renner
3293,Rachel Weisz
819,Edward Norton
1461,George Clooney
5577,Chris O'Donnell
1100,Arnold Schwarzenegger
206,Jim Carrey
20480,Taylor Momsen
4175,Jeffrey Tambor
6065,Dennis Quaid
131,Jake Gyllenhaal
4730,Emmy Rossum
500,Tom Cruise
15336,Dougray Scott
9030,Thandie Newton
1461,George Clooney
13240,Mark Wahlberg
2882,Diane Lane
65524,Ioan Gruffudd
56731,Jessica Alba
16828,Chris Evans
933160,Suraj Sharma
76793,Irrfan Khan
935504,Ayush Tandon
2963,Nicolas Cage
8170,Eva Mendes
8210,Wes Bentley
1892,Matt Damon
227454,Alicia Vikander
2176,Tommy Lee Jones
6941,Cameron Diaz
69597,Drew Barrymore
140,Lucy Liu
87722,Noomi Rapace
17288,Michael Fassbender
529,Guy Pearce
521,Michael J. Fox
16935,Geena Davis
41419,Hugh Laurie
1892,Matt Damon
1038,Jodie Foster
82191,Sharlto Copley
12835,Vin Diesel
9030,Thandie Newton
1372,Karl Urban
92404,Joel Kinnaman
64,Gary Oldman
2232,Michael Keaton
46593,Emile Hirsch
6886,Christina Ricci
28657,Matthew Fox
368,Reese Witherspoon
22226,Paul Rudd
887,Owen Wilson
500,Tom Cruise
6941,Cameron Diaz
133,Peter Sarsgaard
500,Tom Cruise
192,Morgan Freeman
18182,Olga Kurylenko
3061,Ewan McGregor
524,Natalie Portman
17244,Hayden Christensen
3061,Ewan McGregor
524,Natalie Portman
17244,Hayden Christensen
1230,John Goodman
7904,Billy Crystal
7905,Mary Gibbs
6968,Hugh Jackman
9195,Hiroyuki Sanada
10696,Famke Janssen
3896,Liam Neeson
3061,Ewan McGregor
524,Natalie Portman
2963,Nicolas Cage
54693,Emma Stone
10859,Ryan Reynolds
24891,Clovis Cornillac
16927,Gérard Depardieu
24893,Franck Dubosc
2963,Nicolas Cage
33527,Adam Beach
53,Peter Stormare
74568,Chris Hemsworth
6885,Charlize Theron
5081,Emily Blunt
19537,Megan Fox
21200,Will Arnett
886,William Fichtner
18277,Sandra Bullock
1461,George Clooney
228,Ed Harris
517,Pierce Brosnan
2713,Linda Hamilton
58727,Jamie Renée Smith
19537,Megan Fox
76110,Stephen Amell
21200,Will Arnett
996701,Miles Teller
51072,Kate Mara
135651,Michael B. Jordan
7399,Ben Stiller
17834,Jake Cherry
17832,Carla Gugino
18918,Dwayne Johnson
109513,Alexandra Daddario
17832,Carla Gugino
517,Pierce Brosnan
378,Jonathan Pryce
1620,Michelle Yeoh
2461,Mel Gibson
1810,Heath Ledger
20810,Joely Richardson
1461,George Clooney
287,Brad Pitt
1922,Catherine Zeta-Jones
11701,Angelina Jolie
287,Brad Pitt
4937,Vince Vaughn
94185,Shailene Woodley
587020,Theo James
204,Kate Winslet
6193,Leonardo DiCaprio
112,Cate Blanchett
3967,Kate Beckinsale
70851,Jack Black
2956,Amanda Peet
5081,Emily Blunt
19274,Seth Rogen
17380,Jay Chou
27319,Christoph Waltz
38664,Sullivan Stapleton
10912,Eva Green
17286,Lena Headey
5587,Hank Azaria
41686,Neil Patrick Harris
34195,Jayma Mays
46393,Roseanne Barr
5309,Judi Dench
7906,Jennifer Tilly
94185,Shailene Woodley
587020,Theo James
37153,Zoë Kravitz
6968,Hugh Jackman
234479,Dakota Goyo
19034,Evangeline Lilly
5587,Hank Azaria
41686,Neil Patrick Harris
2039,Brendan Gleeson
18277,Sandra Bullock
12261,Jason Patric
5293,Willem Dafoe
77996,Asa Butterfield
3,Harrison Ford
130640,Hailee Steinfeld
62,Bruce Willis
15033,Justin Long
18082,Timothy Olyphant
109,Elijah Wood
1327,Ian McKellen
112,Cate Blanchett
18897,Jackie Chan
4581,Steve Coogan
17522,Cécile de France
2888,Will Smith
134,Jamie Foxx
10127,Jon Voight
12073,Mike Myers
501,Dakota Fanning
35654,Spencer Breslin
2888,Will Smith
18354,Bridget Moynahan
21088,Alan Tudyk
114,Orlando Bloom
10912,Eva Green
16940,Jeremy Irons
521,Michael J. Fox
16935,Geena Davis
41419,Hugh Laurie
15563,Anika Noni Rose
66252,Bruno Campos
65827,Keith David
1892,Matt Damon
83002,Jessica Chastain
41091,Kristen Wiig
3061,Ewan McGregor
1245,Scarlett Johansson
938,Djimon Hounsou
6449,Warren Beatty
3092,Diane Keaton
18892,Goldie Hawn
2963,Nicolas Cage
11701,Angelina Jolie
1771,Giovanni Ribisi
934,Russell Crowe
73421,Joaquin Phoenix
935,Connie Nielsen
500,Tom Cruise
72466,Colin Farrell
2206,Samantha Morton
10980,Daniel Radcliffe
10989,Rupert Grint
10990,Emma Watson
8784,Daniel Craig
10912,Eva Green
1019,Mads Mikkelsen
13240,Mark Wahlberg
3129,Tim Roth
1283,Helena Bonham Carter
1100,Arnold Schwarzenegger
2713,Linda Hamilton
418,Robert Patrick
3894,Christian Bale
85,Johnny Depp
1771,Giovanni Ribisi
5292,Denzel Washington
934,Russell Crowe
5294,Chiwetel Ejiofor
1100,Arnold Schwarzenegger
8944,Jamie Lee Curtis
74036,Tom Arnold
5292,Denzel Washington
8891,John Travolta
40481,Luis Guzmán
380,Robert De Niro
7399,Ben Stiller
887,Owen Wilson
23659,Will Ferrell
13240,Mark Wahlberg
8170,Eva Mendes
1100,Arnold Schwarzenegger
3085,James Caan
27011,Vanessa Williams
134,Jamie Foxx
27319,Christoph Waltz
6193,Leonardo DiCaprio
3999,Tom Hulce
3416,Demi Moore
65598,Tony Jay
60950,David Spade
1230,John Goodman
70243,Eartha Kitt
16483,Sylvester Stallone
976,Jason Statham
16644,Dolph Lundgren
2963,Nicolas Cage
9824,Diane Kruger
21180,Justin Bartha
25438,Ed Speleers
16940,Jeremy Irons
7055,Sienna Guillory
80576,Max Records
2229,Catherine Keener
54470,Lauren Ambrose
27972,Josh Hutcherson
71070,Amanda Seyfried
72466,Colin Farrell
85,Johnny Depp
11701,Angelina Jolie
6162,Paul Bettany
1100,Arnold Schwarzenegger
5168,Gabriel Byrne
7166,Kevin Pollak
6193,Leonardo DiCaprio
938,Djimon Hounsou
6161,Jennifer Connelly
6193,Leonardo DiCaprio
21007,Jonah Hill
234352,Margot Robbie
5576,Val Kilmer
2176,Tommy Lee Jones
206,Jim Carrey
27763,Casper Van Dien
2133,Dina Meyer
9205,Denise Richards
31,Tom Hanks
4587,Halle Berry
388,Jim Broadbent
15577,Emily Barclay
37260,Abbie Cornish
33449,Essie Davis
4587,Halle Berry
4589,Benjamin Bratt
4430,Sharon Stone
18918,Dwayne Johnson
6972,Ian McShane
5049,John Hurt
24045,Joseph Gordon-Levitt
56618,Brian Murray
11076,David Hyde Pierce
23659,Will Ferrell
58016,Anna Friel
62862,Danny McBride
16483,Sylvester Stallone
976,Jason Statham
3,Harrison Ford
25616,Edgar Ramírez
972356,Luke Bracey
20374,Teresa Palmer
6213,Jamie Kennedy
10697,Alan Cumming
54826,Traylor Howard
74568,Chris Hemsworth
239996,Benjamin Walker
2037,Cillian Murphy
776,Eddie Murphy
1811,Randy Quaid
5916,Rosario Dawson
1892,Matt Damon
17141,Greg Kinnear
2039,Brendan Gleeson
1393177,Noah Schnapp
94011,Bill Melendez
1393179,Venus Schultheis
67773,Steve Martin
55152,Campbell Scott
856,Ben Gazzara
18269,Brendan Fraser
3293,Rachel Weisz
10727,John Hannah
6193,Leonardo DiCaprio
11856,Daniel Day-Lewis
6941,Cameron Diaz
3894,Christian Bale
1006864,Ni Ni
1031246,Tong Dawei
10959,Shia LaBeouf
1229,Jeff Bridges
11664,Zooey Deschanel
2227,Nicole Kidman
4756,Matthew Broderick
73931,Bette Midler
2299,Josh Hartnett
3061,Ewan McGregor
11355,Jason Isaacs
23659,Will Ferrell
58225,Zach Galifianakis
32597,Dylan McDermott
62,Bruce Willis
64,Gary Oldman
65,Ian Holm
520,Sarah Jessica Parker
38025,Kristin Davis
38024,Cynthia Nixon
11181,Kenneth Branagh
8945,Kevin Kline
4810,Rosie Perez
5723,John Leguizamo
15757,Ray Romano
5713,Chris Wedge
1016168,Lily James
112,Cate Blanchett
512991,Richard Madden
3293,Rachel Weisz
13240,Mark Wahlberg
4038,Susan Sarandon
13,Albert Brooks
14,Ellen DeGeneres
12,Alexander Gould
109,Elijah Wood
1327,Ian McKellen
110,Viggo Mortensen
109,Elijah Wood
1327,Ian McKellen
110,Viggo Mortensen
1229,Jeff Bridges
1231,Julianne Moore
25130,Ben Barnes
11701,Angelina Jolie
10127,Jon Voight
20508,Iain Glen
85,Johnny Depp
6162,Paul Bettany
15556,Rebecca Hall
4783,Sam Neill
3905,William H. Macy
4939,Téa Leoni
17051,James Franco
76792,Freida Pinto
12074,John Lithgow
1281,Freddie Highmore
18248,Mary-Louise Parker
1733,Nick Nolte
62,Bruce Willis
224181,Jai Courtney
8197,Sebastian Koch
6065,Dennis Quaid
879,Billy Bob Thornton
12261,Jason Patric
8977,Craig T. Nelson
18686,Holly Hunter
2231,Samuel L. Jackson
16935,Geena Davis
8654,Matthew Modine
8924,Frank Langella
33235,Logan Lerman
53336,Brandon T. Jackson
109513,Alexandra Daddario
2176,Tommy Lee Jones
2888,Will Smith
9625,Linda Fiorentino
31,Tom Hanks
12898,Tim Allen
3234,Joan Cusack
5292,Denzel Washington
62064,Chris Pine
5916,Rosario Dawson
66,Chris Tucker
18897,Jackie Chan
1339,Zhang Ziyi
3,Harrison Ford
1160,Michelle Pfeiffer
2958,Diana Scarwid
19278,Bill Hader
1772,Anna Faris
3085,James Caan
15757,Ray Romano
5723,John Leguizamo
5724,Denis Leary
7399,Ben Stiller
41091,Kristen Wiig
10872,Patton Oswalt
6941,Cameron Diaz
140,Lucy Liu
69597,Drew Barrymore
6193,Leonardo DiCaprio
1892,Matt Damon
514,Jack Nicholson
776,Eddie Murphy
18897,Jackie Chan
21702,Ming-Na Wen
7399,Ben Stiller
70851,Jack Black
3223,Robert Downey Jr.
8784,Daniel Craig
108916,Rooney Mara
290,Christopher Plummer
62,Bruce Willis
16940,Jeremy Irons
2231,Samuel L. Jackson
3223,Robert Downey Jr.
9642,Jude Law
53714,Rachel McAdams
54738,Jack Huston
20286,Toby Kebbell
17289,Rodrigo Santoro
521,Michael J. Fox
35219,Corey Burton
52300,Claudia Christian
11662,Jason Lee
15033,Justin Long
98285,Bella Thorne
500,Tom Cruise
23229,Carice van Houten
11181,Kenneth Branagh
19292,Adam Sandler
1241,John Turturro
59192,Emmanuelle Chriqui
19292,Adam Sandler
11705,Michelle Monaghan
22970,Peter Dinklage
9640,Haley Joel Osment
1518,Frances O'Connor
8213,Sam Robards
776,Eddie Murphy
28641,Terence Stamp
27631,Nathaniel Parker
1038,Jodie Foster
10297,Matthew McConaughey
4512,James Woods
4724,Kevin Bacon
1951,Elisabeth Shue
16851,Josh Brolin
2227,Nicole Kidman
2228,Sean Penn
2229,Catherine Keener
33235,Logan Lerman
109513,Alexandra Daddario
60077,Douglas Smith
11701,Angelina Jolie
17276,Gerard Butler
1284,Noah Taylor
44735,Jesse Eisenberg
57755,Woody Harrelson
103,Mark Ruffalo
5576,Val Kilmer
1951,Elisabeth Shue
1118,Rade Serbedzija
4135,Robert Redford
287,Brad Pitt
2462,Catherine McCormack
33,Gary Sinise
504,Tim Robbins
1896,Don Cheadle
44735,Jesse Eisenberg
1813,Anne Hathaway
41087,Leslie Mann
2157,Robin Williams
4783,Sam Neill
6368,Embeth Davidtz
2176,Tommy Lee Jones
8256,Anne Heche
12930,Gaby Hoffmann
3,Harrison Ford
287,Brad Pitt
8985,Margaret Colin
3,Harrison Ford
3896,Liam Neeson
133,Peter Sarsgaard
1100,Arnold Schwarzenegger
15152,James Earl Jones
2201,Max von Sydow
934,Russell Crowe
9137,Renée Zellweger
13242,Paul Giamatti
18050,Elle Fanning
78729,Nathan Lane
1241,John Turturro
1229,Jeff Bridges
37332,David McCullough
2955,Chris Cooper
9994,Helen Hunt
2053,Bill Paxton
2130,Cary Elwes
31,Tom Hanks
9994,Helen Hunt
38026,Chris Noth
109,Elijah Wood
2157,Robin Williams
328,Brittany Murphy
1892,Matt Damon
679,Franka Potente
1248,Brian Cox
3,Harrison Ford
64,Gary Oldman
515,Glenn Close
1461,George Clooney
287,Brad Pitt
1892,Matt Damon
63,Milla Jovovich
114,Orlando Bloom
33235,Logan Lerman
19292,Adam Sandler
884,Steve Buscemi
60950,David Spade
9273,Amy Adams
18352,Patrick Dempsey
11006,James Marsden
5292,Denzel Washington
10859,Ryan Reynolds
21657,Vera Farmiga
515,Glenn Close
65524,Ioan Gruffudd
65535,Alice Evans
7399,Ben Stiller
776,Eddie Murphy
1893,Casey Affleck
6941,Cameron Diaz
204,Kate Winslet
9642,Jude Law
2888,Will Smith
193,Gene Hackman
10127,Jon Voight
5064,Meryl Streep
7447,Alec Baldwin
67773,Steve Martin
1461,George Clooney
287,Brad Pitt
1892,Matt Damon
78029,Martin Lawrence
18976,Ashton Kutcher
33,Gary Sinise
94185,Shailene Woodley
587020,Theo James
204,Kate Winslet
9642,Jude Law
3293,Rachel Weisz
228,Ed Harris
18918,Dwayne Johnson
57599,Seann William Scott
5916,Rosario Dawson
1100,Arnold Schwarzenegger
1164,F. Murray Abraham
40176,Art Carney
1339,Zhang Ziyi
643,Gong Li
16145,Youki Kudoh
155,Lucas Black
116277,Nathalie Kelley
61697,Sung Kang
5530,James McAvoy
41419,Hugh Laurie
2440,Bill Nighy
287,Brad Pitt
4173,Anthony Hopkins
4174,Claire Forlani
1100,Arnold Schwarzenegger
